chrom	start	end	size	missing	extra	gma	miss_normal	extr_normal	coverage	indis	multi
183367328	Y	25993556	25993621	65	28	22	0.152542	0.777777777777778	0.611111111111111	36	FALSE	FALSE
183367337	Y	26007532	26007602	70	22	25	0.175439	0.709677419354839	0.806451612903226	31	FALSE	FALSE
183367353	Y	26033967	26034023	56	34	28	0.162162	0.755555555555556	0.622222222222222	45	FALSE	FALSE
183367678	Y	56938796	56938850	54	24	27	0.32	0.51063829787234	0.574468085106383	47	FALSE	FALSE
183367729	Y	57062949	57063005	56	22	22	0.352941	0.488888888888889	0.488888888888889	45	FALSE	FALSE
182214039	1	108272825	108272901	76	12	13	0.358974	0.48	0.52	25	FALSE	FALSE
182214101	1	108421477	108421553	76	12	11	0.378378	0.48	0.44	25	FALSE	FALSE
182218211	1	120080158	120080214	56	20	23	0.376812	0.444444444444444	0.511111111111111	45	FALSE	FALSE
182218416	1	120713360	120713416	56	22	19	0.369231	0.488888888888889	0.422222222222222	45	FALSE	FALSE
182218556	1	121088100	121088157	57	29	28	0.219178	0.659090909090909	0.636363636363636	44	FALSE	FALSE
182219623	1	143875498	143875555	57	30	25	0.214286	0.681818181818182	0.568181818181818	44	FALSE	FALSE
182220175	1	144783597	144783653	56	32	32	0.179487	0.711111111111111	0.711111111111111	45	FALSE	FALSE
182222336	1	149783449	149783506	57	28	34	0.21519	0.636363636363636	0.772727272727273	44	FALSE	FALSE
182282543	10	46144517	46144574	57	27	33	0.230769	0.613636363636364	0.75	44	FALSE	FALSE
182282575	10	46204981	46205038	57	29	27	0.222222	0.659090909090909	0.613636363636364	44	FALSE	FALSE
182282682	10	46383380	46383436	56	25	22	0.308824	0.555555555555556	0.488888888888889	45	FALSE	FALSE
182282809	10	46650246	46650304	58	21	20	0.359375	0.488372093023256	0.465116279069767	43	FALSE	FALSE
182282908	10	46850984	46851041	57	31	26	0.197183	0.704545454545455	0.590909090909091	44	FALSE	FALSE
182283133	10	47461810	47461867	57	22	20	0.353846	0.5	0.454545454545455	44	FALSE	FALSE
182283140	10	47476342	47476398	56	21	24	0.357143	0.466666666666667	0.533333333333333	45	FALSE	FALSE
182283236	10	47691371	47691429	58	19	21	0.384615	0.441860465116279	0.488372093023256	43	FALSE	FALSE
182283326	10	47987158	47987215	57	23	21	0.333333	0.522727272727273	0.477272727272727	44	FALSE	FALSE
182295486	10	79734488	79734544	56	32	31	0.181818	0.711111111111111	0.688888888888889	45	FALSE	FALSE
182298374	10	87256665	87256721	56	31	30	0.197368	0.688888888888889	0.666666666666667	45	FALSE	FALSE
182298451	10	87481247	87481303	56	31	34	0.1875	0.688888888888889	0.755555555555556	45	FALSE	FALSE
182337183	11	49489366	49489422	56	11	12	0.603448	0.244444444444444	0.266666666666667	45	FALSE	FALSE
182375749	12	16983946	16984002	56	1	0	0.978261	0.0222222222222222	0	45	FALSE	FALSE
182424367	13	18728273	18728330	57	24	21	0.318182	0.545454545454545	0.477272727272727	44	FALSE	FALSE
182462342	14	18406617	18406673	56	21	21	0.373134	0.466666666666667	0.466666666666667	45	FALSE	FALSE
182462534	14	18978450	18978506	56	32	29	0.186667	0.711111111111111	0.644444444444444	45	FALSE	FALSE
182462784	14	19423262	19423318	56	28	35	0.222222	0.622222222222222	0.777777777777778	45	FALSE	FALSE
182470844	14	41062413	41062485	72	0	1	0.967742	0	0.0344827586206897	29	FALSE	FALSE
182489421	14	90695241	90695300	59	17	18	0.42623	0.404761904761905	0.428571428571429	42	FALSE	FALSE
182497416	15	20111936	20111996	60	20	19	0.360656	0.48780487804878	0.463414634146341	41	FALSE	FALSE
182497578	15	20286665	20286721	56	33	27	0.178082	0.733333333333333	0.6	45	FALSE	FALSE
182497995	15	21118476	21118536	60	19	20	0.370968	0.463414634146341	0.48780487804878	41	FALSE	FALSE
182498337	15	21877615	21877682	67	16	17	0.365385	0.470588235294118	0.5	34	FALSE	FALSE
182498619	15	22543626	22543681	55	30	34	0.209877	0.652173913043478	0.739130434782609	46	FALSE	FALSE
182501239	15	28638118	28638173	55	32	34	0.185185	0.695652173913043	0.739130434782609	46	FALSE	FALSE
182521633	15	82339057	82339112	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
182522394	15	84252035	84252095	60	22	18	0.333333	0.536585365853659	0.439024390243902	41	FALSE	FALSE
182522438	15	84366083	84366143	60	18	22	0.375	0.439024390243902	0.536585365853659	41	FALSE	FALSE
182522846	15	85250851	85250906	55	23	22	0.347826	0.5	0.478260869565217	46	FALSE	FALSE
182537649	16	14924171	14924241	70	19	22	0.240741	0.612903225806452	0.709677419354839	31	FALSE	FALSE
182537752	16	15125638	15125696	58	30	27	0.197183	0.697674418604651	0.627906976744186	43	FALSE	FALSE
182538508	16	16322822	16322892	70	21	17	0.22449	0.67741935483871	0.548387096774194	31	FALSE	FALSE
182539602	16	18334798	18334856	58	27	28	0.236111	0.627906976744186	0.651162790697674	43	FALSE	FALSE
182539624	16	18345775	18345845	70	20	22	0.222222	0.645161290322581	0.709677419354839	31	FALSE	FALSE
182547693	16	32862524	32862589	65	15	20	0.385965	0.416666666666667	0.555555555555556	36	FALSE	FALSE
182548318	16	33998947	33999012	65	21	16	0.301887	0.583333333333333	0.444444444444444	36	FALSE	FALSE
182548608	16	34397304	34397369	65	18	17	0.351852	0.5	0.472222222222222	36	FALSE	FALSE
182549475	16	35014457	35014522	65	18	18	0.345455	0.5	0.5	36	FALSE	FALSE
182578792	17	14237564	14237629	65	17	14	0.392157	0.472222222222222	0.388888888888889	36	FALSE	FALSE
182581093	17	19042945	19043003	58	21	24	0.338235	0.488372093023256	0.558139534883721	43	FALSE	FALSE
182581162	17	19131543	19131601	58	25	21	0.292308	0.581395348837209	0.488372093023256	43	FALSE	FALSE
182587253	17	36303402	36303458	56	31	34	0.1875	0.688888888888889	0.755555555555556	45	FALSE	FALSE
182587265	17	36330366	36330426	60	37	35	0.0649351	0.902439024390244	0.853658536585366	41	FALSE	FALSE
182588036	17	38010515	38010575	60	39	37	0.0379747	0.951219512195122	0.902439024390244	41	FALSE	FALSE
182588071	17	38107506	38107562	56	32	31	0.181818	0.711111111111111	0.688888888888889	45	FALSE	FALSE
182588082	17	38134457	38134517	60	38	41	0.0481928	0.926829268292683	1	41	FALSE	FALSE
182588107	17	38212960	38213016	56	32	37	0.168675	0.711111111111111	0.822222222222222	45	FALSE	FALSE
182592661	17	46320992	46321050	58	24	24	0.294118	0.558139534883721	0.558139534883721	43	FALSE	FALSE
182592748	17	46538847	46538905	58	25	25	0.275362	0.581395348837209	0.581395348837209	43	FALSE	FALSE
182616189	18	14352537	14352594	57	22	24	0.333333	0.5	0.545454545454545	44	FALSE	FALSE
182645407	19	5571390	5571453	63	0	1	0.975	0	0.0263157894736842	38	FALSE	FALSE
182667527	19	43357738	43357792	54	23	21	0.362319	0.48936170212766	0.446808510638298	47	FALSE	FALSE
182712507	2	87387590	87387648	58	30	27	0.197183	0.697674418604651	0.627906976744186	43	FALSE	FALSE
182712699	2	87954618	87954677	59	22	22	0.323077	0.523809523809524	0.523809523809524	42	FALSE	FALSE
182713547	2	90279508	90279566	58	28	27	0.225352	0.651162790697674	0.627906976744186	43	FALSE	FALSE
182713961	2	91537144	91537202	58	29	32	0.197368	0.674418604651163	0.744186046511628	43	FALSE	FALSE
182720502	2	110335892	110335953	61	20	19	0.35	0.5	0.475	40	FALSE	FALSE
182720840	2	111401896	111401952	56	9	9	0.672727	0.2	0.2	45	FALSE	FALSE
182728428	2	130509533	130509596	63	17	18	0.385965	0.447368421052632	0.473684210526316	38	FALSE	FALSE
182728448	2	130544050	130544132	82	11	8	0.321429	0.578947368421053	0.421052631578947	19	FALSE	FALSE
182728465	2	130576599	130576681	82	9	11	0.354839	0.473684210526316	0.578947368421053	19	FALSE	FALSE
182728488	2	130611170	130611233	63	18	16	0.381818	0.473684210526316	0.421052631578947	38	FALSE	FALSE
182729078	2	131940908	131940964	56	21	21	0.373134	0.466666666666667	0.466666666666667	45	FALSE	FALSE
182771566	20	1604672	1604731	59	0	1	0.977273	0	0.0238095238095238	42	FALSE	FALSE
182780888	20	25776122	25776189	67	13	14	0.44898	0.382352941176471	0.411764705882353	34	FALSE	FALSE
182799139	21	6474808	6474869	61	22	21	0.306452	0.55	0.525	40	FALSE	FALSE
182799178	21	6557810	6557865	55	25	25	0.305556	0.543478260869565	0.543478260869565	46	FALSE	FALSE
182799187	21	6570475	6570536	61	21	23	0.3125	0.525	0.575	40	FALSE	FALSE
182799274	21	6904899	6904955	56	23	21	0.343284	0.511111111111111	0.466666666666667	45	FALSE	FALSE
182799513	21	7828035	7828097	62	18	16	0.392857	0.461538461538462	0.41025641025641	39	FALSE	FALSE
182801032	21	13222359	13222415	56	22	21	0.358209	0.488888888888889	0.466666666666667	45	FALSE	FALSE
182801289	21	13769947	13770003	56	21	23	0.362319	0.466666666666667	0.511111111111111	45	FALSE	FALSE
182810062	21	34458047	34458109	62	16	18	0.413793	0.41025641025641	0.461538461538462	39	FALSE	FALSE
182814054	21	43083142	43083203	61	21	22	0.31746	0.525	0.55	40	FALSE	FALSE
182814092	21	43166127	43166182	55	25	25	0.305556	0.543478260869565	0.543478260869565	46	FALSE	FALSE
182814104	21	43177937	43177998	61	23	21	0.290323	0.575	0.525	40	FALSE	FALSE
182814236	21	43385613	43385700	87	9	7	0.272727	0.642857142857143	0.5	14	FALSE	FALSE
182814272	21	43422865	43422929	64	18	20	0.344828	0.486486486486487	0.540540540540541	37	FALSE	FALSE
182814728	21	44133930	44133986	56	22	20	0.363636	0.488888888888889	0.444444444444444	45	FALSE	FALSE
182814802	21	44204739	44204798	59	19	17	0.4	0.452380952380952	0.404761904761905	42	FALSE	FALSE
182817827	22	15337431	15337487	56	21	20	0.378788	0.466666666666667	0.444444444444444	45	FALSE	FALSE
182817975	22	15701062	15701118	56	31	27	0.205479	0.688888888888889	0.6	45	FALSE	FALSE
182819459	22	18824706	18824771	65	23	21	0.241379	0.638888888888889	0.583333333333333	36	FALSE	FALSE
182820565	22	21259178	21259243	65	22	23	0.25	0.611111111111111	0.638888888888889	36	FALSE	FALSE
182991122	5	21321746	21321800	54	0	1	0.979592	0	0.0212765957446809	47	FALSE	FALSE
183008095	5	70025187	70025243	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183008537	5	70900605	70900661	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183101414	6	139282125	139282199	74	11	12	0.425	0.407407407407407	0.444444444444444	27	FALSE	FALSE
183101418	6	139286358	139286432	74	12	11	0.410256	0.444444444444444	0.407407407407407	27	FALSE	FALSE
183119151	7	5955920	5955980	60	21	18	0.35	0.51219512195122	0.439024390243902	41	FALSE	FALSE
183119697	7	6768791	6768851	60	18	21	0.380952	0.439024390243902	0.51219512195122	41	FALSE	FALSE
183139075	7	57631075	57631142	67	22	21	0.232143	0.647058823529412	0.617647058823529	34	FALSE	FALSE
183139199	7	57834397	57834464	67	19	21	0.285714	0.558823529411765	0.617647058823529	34	FALSE	FALSE
183148851	7	76487003	76487060	57	19	20	0.4	0.431818181818182	0.454545454545455	44	FALSE	FALSE
183149042	7	76985105	76985162	57	20	19	0.390625	0.454545454545455	0.431818181818182	44	FALSE	FALSE
183149118	7	77095977	77096036	59	19	23	0.363636	0.452380952380952	0.547619047619048	42	FALSE	FALSE
183159864	7	102775340	102775399	59	23	18	0.327869	0.547619047619048	0.428571428571429	42	FALSE	FALSE
183185726	8	3795252	3795318	66	1	0	0.972222	0.0285714285714286	0	35	FALSE	FALSE
183189249	8	12115998	12116054	56	1	0	0.978261	0.0222222222222222	0	45	FALSE	FALSE
183254792	9	38814705	38814763	58	30	30	0.189189	0.697674418604651	0.697674418604651	43	FALSE	FALSE
183255298	9	40118041	40118102	61	29	32	0.164384	0.725	0.8	40	FALSE	FALSE
183255870	9	41266108	41266165	57	26	24	0.275362	0.590909090909091	0.545454545454545	44	FALSE	FALSE
183257349	9	62039114	62039172	58	28	33	0.207792	0.651162790697674	0.767441860465116	43	FALSE	FALSE
183257572	9	62830438	62830495	57	25	27	0.277778	0.568181818181818	0.613636363636364	44	FALSE	FALSE
183257972	9	63614225	63614291	66	1	0	0.972222	0.0285714285714286	0	35	FALSE	FALSE
183258037	9	63715942	63716003	61	29	26	0.179104	0.725	0.65	40	FALSE	FALSE
183259276	9	66257892	66257953	61	29	30	0.169014	0.725	0.75	40	FALSE	FALSE
183259723	9	67549535	67549593	58	31	28	0.180556	0.720930232558139	0.651162790697674	43	FALSE	FALSE
183290534	X	442346	442418	72	14	15	0.355556	0.482758620689655	0.517241379310345	29	FALSE	FALSE
183290757	X	549311	549369	58	20	23	0.358209	0.465116279069767	0.534883720930233	43	FALSE	FALSE
183291033	X	684728	684794	66	16	19	0.363636	0.457142857142857	0.542857142857143	35	FALSE	FALSE
183291147	X	763267	763322	55	24	22	0.333333	0.521739130434783	0.478260869565217	46	FALSE	FALSE
183291331	X	866954	867013	59	26	16	0.288136	0.619047619047619	0.380952380952381	42	FALSE	FALSE
183291666	X	1055094	1055150	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183291843	X	1148283	1148343	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
183291952	X	1186965	1187028	63	20	18	0.333333	0.526315789473684	0.473684210526316	38	FALSE	FALSE
183292550	X	1456573	1456642	69	17	15	0.333333	0.53125	0.46875	32	FALSE	FALSE
183292648	X	1518776	1518832	56	25	20	0.318182	0.555555555555556	0.444444444444444	45	FALSE	FALSE
183292651	X	1521420	1521478	58	26	17	0.295082	0.604651162790698	0.395348837209302	43	FALSE	FALSE
183292771	X	1585769	1585838	69	15	17	0.36	0.46875	0.53125	32	FALSE	FALSE
183293016	X	1758614	1758669	55	26	20	0.313433	0.565217391304348	0.434782608695652	46	FALSE	FALSE
183293180	X	1873974	1874038	64	18	19	0.350877	0.486486486486487	0.513513513513513	37	FALSE	FALSE
183293360	X	2166580	2166638	58	20	23	0.358209	0.465116279069767	0.534883720930233	43	FALSE	FALSE
183293390	X	2185181	2185247	66	18	17	0.339623	0.514285714285714	0.485714285714286	35	FALSE	FALSE
183293461	X	2227529	2227589	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183293486	X	2234375	2234456	81	10	10	0.354839	0.5	0.5	20	FALSE	FALSE
183293657	X	2392969	2393026	57	23	21	0.333333	0.522727272727273	0.477272727272727	44	FALSE	FALSE
183293912	X	2584152	2584217	65	15	21	0.37931	0.416666666666667	0.583333333333333	36	FALSE	FALSE
183294114	X	2771494	2771550	56	21	24	0.357143	0.466666666666667	0.533333333333333	45	FALSE	FALSE
183295203	X	3851032	3851096	64	25	27	0.2	0.675675675675676	0.72972972972973	37	FALSE	FALSE
183295226	X	3889457	3889521	64	25	23	0.213115	0.675675675675676	0.621621621621622	37	FALSE	FALSE
183295251	X	3927888	3927952	64	24	24	0.225806	0.648648648648649	0.648648648648649	37	FALSE	FALSE
183313644	X	48382942	48383012	70	15	15	0.361702	0.483870967741935	0.483870967741935	31	FALSE	FALSE
183315118	X	52049326	52049382	56	20	20	0.393939	0.444444444444444	0.444444444444444	45	FALSE	FALSE
183315163	X	52204713	52204769	56	21	19	0.384615	0.466666666666667	0.422222222222222	45	FALSE	FALSE
183316694	X	55475840	55475897	57	20	23	0.367647	0.454545454545455	0.522727272727273	44	FALSE	FALSE
183316707	X	55497308	55497365	57	23	20	0.338462	0.522727272727273	0.454545454545455	44	FALSE	FALSE
183321823	X	72789204	72789261	57	23	23	0.323529	0.522727272727273	0.522727272727273	44	FALSE	FALSE
183321898	X	72931562	72931619	57	24	22	0.313433	0.545454545454545	0.5	44	FALSE	FALSE
183328058	X	91771533	91771590	57	24	22	0.313433	0.545454545454545	0.5	44	FALSE	FALSE
183328278	X	92331382	92331438	56	19	16	0.435484	0.422222222222222	0.355555555555556	45	FALSE	FALSE
183347453	X	144084474	144084533	59	21	21	0.34375	0.5	0.5	42	FALSE	FALSE
183347456	X	144101933	144101991	58	1	2	0.934783	0.0232558139534884	0.0465116279069767	43	FALSE	FALSE
183352106	X	155941242	155941298	56	22	20	0.363636	0.488888888888889	0.444444444444444	45	FALSE	FALSE
183352531	Y	442346	442418	72	15	14	0.340909	0.517241379310345	0.482758620689655	29	FALSE	FALSE
183352754	Y	549311	549369	58	23	20	0.328125	0.534883720930233	0.465116279069767	43	FALSE	FALSE
183353030	Y	684728	684794	66	19	16	0.326923	0.542857142857143	0.457142857142857	35	FALSE	FALSE
183353144	Y	763267	763322	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
183353328	Y	866954	867013	59	16	26	0.391304	0.380952380952381	0.619047619047619	42	FALSE	FALSE
183353663	Y	1055094	1055150	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183353840	Y	1148283	1148343	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183353949	Y	1186965	1187028	63	18	20	0.355932	0.473684210526316	0.526315789473684	38	FALSE	FALSE
183354547	Y	1456573	1456642	69	15	17	0.36	0.46875	0.53125	32	FALSE	FALSE
183354645	Y	1518776	1518832	56	20	25	0.366197	0.444444444444444	0.555555555555556	45	FALSE	FALSE
183354648	Y	1521420	1521478	58	17	26	0.385714	0.395348837209302	0.604651162790698	43	FALSE	FALSE
183354768	Y	1585769	1585838	69	17	15	0.333333	0.53125	0.46875	32	FALSE	FALSE
183355013	Y	1758614	1758669	55	20	26	0.369863	0.434782608695652	0.565217391304348	46	FALSE	FALSE
183355177	Y	1873974	1874038	64	19	18	0.339286	0.513513513513513	0.486486486486487	37	FALSE	FALSE
183355357	Y	2166580	2166638	58	23	20	0.328125	0.534883720930233	0.465116279069767	43	FALSE	FALSE
183355387	Y	2185181	2185247	66	17	18	0.351852	0.485714285714286	0.514285714285714	35	FALSE	FALSE
183355458	Y	2227529	2227589	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
183355483	Y	2234375	2234456	81	10	10	0.354839	0.5	0.5	20	FALSE	FALSE
183355654	Y	2392969	2393026	57	21	23	0.352941	0.477272727272727	0.522727272727273	44	FALSE	FALSE
183355909	Y	2584152	2584217	65	21	15	0.307692	0.583333333333333	0.416666666666667	36	FALSE	FALSE
183356111	Y	2771494	2771550	56	24	21	0.328358	0.533333333333333	0.466666666666667	45	FALSE	FALSE
183356913	Y	4992470	4992527	57	22	24	0.333333	0.5	0.545454545454545	44	FALSE	FALSE
183357358	Y	6302426	6302482	56	24	24	0.314286	0.533333333333333	0.533333333333333	45	FALSE	FALSE
183357382	Y	6357751	6357807	56	20	19	0.4	0.444444444444444	0.422222222222222	45	FALSE	FALSE
183358926	Y	9816925	9816981	56	18	20	0.424242	0.4	0.444444444444444	45	FALSE	FALSE
183358948	Y	9872256	9872312	56	25	23	0.304348	0.555555555555556	0.511111111111111	45	FALSE	FALSE
183359532	Y	11413959	11414015	56	33	32	0.166667	0.733333333333333	0.711111111111111	45	FALSE	FALSE
183363367	Y	17468602	17468661	59	20	21	0.359375	0.476190476190476	0.5	42	FALSE	FALSE
183363421	Y	17576947	17577032	85	6	9	0.423077	0.375	0.5625	16	FALSE	FALSE
183363507	Y	17724796	17724857	61	21	18	0.338983	0.525	0.45	40	FALSE	FALSE
183363524	Y	17760575	17760634	59	21	23	0.333333	0.5	0.547619047619048	42	FALSE	FALSE
183363551	Y	17787806	17787862	56	24	22	0.323529	0.533333333333333	0.488888888888889	45	FALSE	FALSE
183363585	Y	17840741	17840799	58	22	19	0.349206	0.511627906976744	0.441860465116279	43	FALSE	FALSE
183363731	Y	18065212	18065270	58	18	23	0.38806	0.418604651162791	0.534883720930233	43	FALSE	FALSE
183363769	Y	18118148	18118204	56	23	23	0.333333	0.511111111111111	0.511111111111111	45	FALSE	FALSE
183363796	Y	18145375	18145434	59	24	20	0.301587	0.571428571428571	0.476190476190476	42	FALSE	FALSE
183363813	Y	18181155	18181216	61	19	21	0.354839	0.475	0.525	40	FALSE	FALSE
183363902	Y	18328979	18329064	85	8	6	0.391304	0.5	0.375	16	FALSE	FALSE
183363963	Y	18437346	18437405	59	21	20	0.349206	0.5	0.476190476190476	42	FALSE	FALSE
183364045	Y	18536333	18536391	58	17	24	0.397059	0.395348837209302	0.558139534883721	43	FALSE	FALSE
183364158	Y	18784016	18784074	58	25	18	0.306452	0.581395348837209	0.418604651162791	43	FALSE	FALSE
183365530	Y	22002344	22002403	59	30	26	0.188406	0.714285714285714	0.619047619047619	42	FALSE	FALSE
183366185	Y	23611635	23611694	59	33	36	0.126582	0.785714285714286	0.857142857142857	42	FALSE	FALSE
183366238	Y	23735709	23735772	63	23	21	0.266667	0.605263157894737	0.552631578947368	38	FALSE	FALSE
183366249	Y	23770580	23770647	67	19	20	0.290909	0.558823529411765	0.588235294117647	34	FALSE	FALSE
183366250	Y	23772086	23772145	59	21	21	0.34375	0.5	0.5	42	FALSE	FALSE
183367268	Y	25858175	25858236	61	18	19	0.383333	0.45	0.475	40	FALSE	FALSE
183367291	Y	25897940	25897999	59	21	21	0.34375	0.5	0.5	42	FALSE	FALSE
183367292	Y	25899438	25899505	67	19	18	0.301887	0.558823529411765	0.529411764705882	34	FALSE	FALSE
183367304	Y	25934304	25934367	63	21	22	0.295082	0.552631578947368	0.578947368421053	38	FALSE	FALSE
183367752	Y	57127762	57127818	56	20	22	0.382353	0.444444444444444	0.488888888888889	45	FALSE	FALSE
182168592	1	398042	398101	59	29	31	0.189189	0.69047619047619	0.738095238095238	42	FALSE	FALSE
182168608	1	460364	460421	57	38	41	0.0813953	0.863636363636364	0.931818181818182	44	FALSE	FALSE
182168681	1	627924	627983	59	33	34	0.12987	0.785714285714286	0.80952380952381	42	FALSE	FALSE
182168698	1	695335	695392	57	38	42	0.0804598	0.863636363636364	0.954545454545455	44	FALSE	FALSE
